objectID,bikeRouteName,Geom
228670,Portside,"{""coordinates"": [[-123.03006040482447, 49.28973954918145], [-123.02915635009012, 49.29032166529177], [-123.02890708467513, 49.29048396735455], [-123.02853476704459, 49.29062138812544], [-123.02830287820589, 49.29068783124454]], ""type"": ""LineString""}"
228676,Knight St Bridge,"{""coordinates"": [[-123.07723018585, 49.20936361227347], [-123.07723019677903, 49.20936357718454], [-123.07723036189482, 49.20936116453743], [-123.07724907584708, 49.20908832847527], [-123.07732229293813, 49.20801801435695]], ""type"": ""LineString""}"
228683,Smithe,"{""coordinates"": [[-123.12042812016114, 49.27966867366639], [-123.12091363967993, 49.27998281807388]], ""type"": ""LineString""}"
228684,Smithe,"{""coordinates"": [[-123.12091363967993, 49.27998281807388], [-123.12142152941958, 49.280311320215]], ""type"": ""LineString""}"
228703,Stanley Park Trails,"{""coordinates"": [[-123.1459874225017, 49.303629022760276], [-123.14612984915996, 49.30453132742101], [-123.14616664778075, 49.305159593458235], [-123.14620256853934, 49.30549083912888], [-123.14637805087125, 49.30575336600072], [-123.14676335311258, 49.30607274547571], [-123.1471308480832, 49.30627790712877], [-123.14762084750174, 49.30655145506356], [-123.14784909556482, 49.30692815052804], [-123.14788482376613, 49.30719085285838], [-123.14776348334159, 49.30751087613369], [-123.14743262299025, 49.307876862047706], [-123.147076521593, 49.308080088698574]], ""type"": ""LineString""}"
227542,Seaside,"{""coordinates"": [[-123.15494667385299, 49.27327812646557], [-123.15453146541313, 49.273782114677104], [-123.15453141473883, 49.27378217591219], [-123.15421494156112, 49.27406045842057], [-123.15398192357935, 49.27426535493], [-123.15398176591394, 49.274265493666064], [-123.15387021209845, 49.27450005516703], [-123.15382588660515, 49.27459323780332], [-123.15382586197131, 49.27459327381688], [-123.15193975365474, 49.27664864522709], [-123.15181552475714, 49.27683911160678], [-123.15181087764603, 49.277034359156666], [-123.1518097942978, 49.277079609970265], [-123.15165076235344, 49.27732789436506], [-123.15165072262653, 49.27732794119216], [-123.15148488892589, 49.27751961317291], [-123.15131488007916, 49.27761112897651], [-123.15078956250679, 49.27761186427397], [-123.15035000780003, 49.277612478426235], [-123.1499308897518, 49.27755985966227], [-123.1495410459816, 49.277510913808996], [-123.14937499736801, 49.27746861823405], [-123.1486214357916, 49.277276666570074], [-123.14862138215405, 49.27727666034243], [-123.14797229001658, 49.277293136023594], [-123.14735058498013, 49.27726137242909], [-123.14656065171653, 49.27722100910431], [-123.14634351930383, 49.27723319663357], [-123.14617466467314, 49.27724270509196]], ""type"": ""LineString""}"
227543,Seaside,"{""coordinates"": [[-123.12517416302859, 49.26763773838636], [-123.12515853563255, 49.26763235909451], [-123.12509317961187, 49.26760986181215], [-123.12508926358525, 49.26760882710611], [-123.12500830497584, 49.2675874674683], [-123.12499295739715, 49.26758455973238], [-123.1249203274271, 49.267570832445735], [-123.12486911313876, 49.26756465503056], [-123.12484086685372, 49.2675613069559], [-123.12483030421267, 49.26756004734617], [-123.12477557928837, 49.267557139839695], [-123.12473904380192, 49.267555212038374], [-123.12464542194367, 49.26755585278559], [-123.12460629903147, 49.26755864391723], [-123.12455238841459, 49.26756250611436], [-123.12446072354462, 49.267575015568596], [-123.12442617904134, 49.267582073528146], [-123.12437133976083, 49.26759327852355], [-123.12432988966322, 49.26760482709528], [-123.1242851442485, 49.26761729310918], [-123.12420293035974, 49.267646610518675], [-123.1241254879982, 49.26768104820888], [-123.12405354059126, 49.26772022311654], [-123.12405349803814, 49.26772024654976], [-123.12397598082502, 49.267769883409564], [-123.12389260401066, 49.267815282564605], [-123.1238925628252, 49.267815303297716], [-123.12380379844541, 49.26785613500526], [-123.12377595006353, 49.26786682145486], [-123.1237102641448, 49.26789202798951], [-123.12366467379096, 49.26790648170672], [-123.12361263760367, 49.26792297971488], [-123.12351137818247, 49.267948530924905], [-123.1233378855777, 49.26796743076506], [-123.12329523883072, 49.26797117330805], [-123.12323731144052, 49.26797626432357], [-123.12323657893722, 49.26797632447317], [-123.12319335084393, 49.267980114373636], [-123.12316358660021, 49.26798272232996], [-123.12298862109658, 49.26799424535257], [-123.12298858124271, 49.26799424899309], [-123.12291490716177, 49.26800124380014], [-123.12291484944724, 49.26800125105771], [-123.12284311705746, 49.26801410412611], [-123.12277426350043, 49.268032693927985], [-123.12270949046874, 49.268056597317354], [-123.12270943417109, 49.26805662166418], [-123.12267031517322, 49.268075610691504], [-123.12267027947422, 49.26807562692076], [-123.12264960846092, 49.26808561554625], [-123.1225957309464, 49.268119219422566], [-123.12254855622955, 49.26815686040629], [-123.12254851644678, 49.2681568928312], [-123.12228511019889, 49.26841245836426], [-123.12223145042579, 49.26844597458475], [-123.12220451025385, 49.26845899754578], [-123.12217178716826, 49.26847481692605], [-123.122123059776, 49.26849292809958], [-123.12210723891755, 49.268498807890985], [-123.12207413316115, 49.26850774901918], [-123.12203870861381, 49.268517315954306], [-123.12196723524784, 49.26853025006024], [-123.12189389999668, 49.268537344603935], [-123.12181966074175, 49.26853850232336], [-123.12174517674926, 49.26853237504126], [-123.1216728295168, 49.2685192310049], [-123.12160409192755, 49.26849933852407], [-123.12157105149385, 49.268485670906095], [-123.12154055254072, 49.26847305394306], [-123.12148357399319, 49.26844109815221], [-123.12143421197048, 49.26840402685445], [-123.12143418167646, 49.268404005297796], [-123.12139371941636, 49.268362681593196], [-123.12139369184729, 49.26836265013896], [-123.12139356349171, 49.268362438886626], [-123.12133466915573, 49.26827001480708], [-123.12131610899024, 49.268212656617415], [-123.12123576175455, 49.2679642602541], [-123.12120300388554, 49.26791536882947], [-123.12120297491364, 49.26791532568289], [-123.12119164506035, 49.267902755081494], [-123.12116151472976, 49.267869277761854], [-123.1211117734819, 49.267826885160176], [-123.12105465702608, 49.26778870911817], [-123.12086185701587, 49.267647353487995]], ""type"": ""LineString""}"
227559,Gladstone,"{""coordinates"": [[-123.06203092395921, 49.24336865134038], [-123.06221688588029, 49.24320384856525]], ""type"": ""LineString""}"
225629,Smithe,"{""coordinates"": [[-123.11751722176317, 49.277783518927635], [-123.1180022095319, 49.27809775715909]], ""type"": ""LineString""}"
225630,10th Ave,"{""coordinates"": [[-123.11368594235667, 49.26223252568034], [-123.1149198113581, 49.26225223687137]], ""type"": ""LineString""}"
225631,Seaside,"{""coordinates"": [[-123.14068071076476, 49.31319293201581], [-123.14045790750103, 49.31315585433099], [-123.14010926925181, 49.31311355874426], [-123.13982789656671, 49.313027114497835], [-123.13957594871539, 49.31283460303164], [-123.13943887431752, 49.31266389519265], [-123.13927770474936, 49.31235606925919], [-123.1390231196998, 49.31194996854093], [-123.1386756970237, 49.31160989949882], [-123.13826292220706, 49.31126487122145], [-123.1376536503898, 49.31071035232134], [-123.13731796083887, 49.3102991280331], [-123.13721877381128, 49.31020346744927], [-123.13678620665729, 49.309872576981874], [-123.13668296528667, 49.309745892910634], [-123.13661329348753, 49.309616562276844], [-123.13653127553722, 49.30928786360097], [-123.13644773780568, 49.30914820662991], [-123.13637010173429, 49.309009801051076], [-123.13614174695626, 49.308721384863574], [-123.13588347461533, 49.3084019773639], [-123.13579395940147, 49.308232558419455], [-123.13572218685306, 49.30803847728465], [-123.13560977342863, 49.30750278774608], [-123.1356194049752, 49.30737462180099], [-123.13565081574454, 49.30728788978607], [-123.13567634876665, 49.30720889868258], [-123.13568942571045, 49.30712966853495], [-123.13569386676286, 49.307102757059695], [-123.13564808354165, 49.30703679997626], [-123.13555290829521, 49.30695273423409], [-123.13547179768065, 49.30692618933733], [-123.13541416536033, 49.306907570378186], [-123.13527954754112, 49.30687670110039], [-123.13526690275188, 49.3068743088019], [-123.13507548442519, 49.306838088881776], [-123.13484383244662, 49.30676006570787], [-123.13484238804847, 49.30675957895709], [-123.1343644539922, 49.306543035212236], [-123.134349367514, 49.30653506686611], [-123.13416782878373, 49.30643921326602], [-123.13386264603236, 49.306297202876365], [-123.13365445526878, 49.30619905768889], [-123.1333211683217, 49.3060514303147], [-123.1333211311285, 49.30605141146783], [-123.13332094512607, 49.3060513037407], [-123.13322682984035, 49.30599594283994], [-123.13304948214595, 49.30580791662806], [-123.13304034146428, 49.30579938626454], [-123.13291472501135, 49.30568216579921], [-123.1328426443152, 49.30561092440149], [-123.13262697863398, 49.30539776776526], [-123.13217633302922, 49.3048960978593], [-123.13142166320169, 49.30395203131655], [-123.13148451226827, 49.30378504323266], [-123.13145250128696, 49.30376595867029], [-123.13091846963647, 49.30344757816468], [-123.13091795022596, 49.3034472684206], [-123.13066909224405, 49.30317903599607], [-123.13066905916882, 49.30317901264609], [-123.1302904075667, 49.30299309583418], [-123.12990553168231, 49.30285584131568], [-123.12964444991013, 49.30279070381004]], ""type"": ""LineString""}"
225645,Seaside,"{""coordinates"": [[-123.13679574724635, 49.29485872469093], [-123.13679568958969, 49.294858763438384], [-123.13671629694126, 49.29491087549559], [-123.1365850037404, 49.29499705055141], [-123.13655251408862, 49.29501244368295], [-123.13637349237155, 49.295097263545344], [-123.13620118493981, 49.295160297937905], [-123.13599607724586, 49.295209086367194], [-123.13594809746576, 49.29521671944339], [-123.13586437852962, 49.295230030889776]], ""type"": ""LineString""}"
225646,Hastings Park,"{""coordinates"": [[-123.03490306842554, 49.281267476249376], [-123.03488899055006, 49.281519276169256]], ""type"": ""LineString""}"
225657,Seaside,"{""coordinates"": [[-123.12843139708389, 49.291880415331924], [-123.12837875005326, 49.29191545422083], [-123.12712668572043, 49.2927496276032], [-123.12728480205683, 49.292850538474774], [-123.12750872764335, 49.2927009125634], [-123.12794791344471, 49.2928422061617], [-123.12874982604133, 49.29310018903404], [-123.12948956519911, 49.293578886401974], [-123.13057612232784, 49.29285909702657], [-123.13078252027547, 49.29286093250919], [-123.13128416606972, 49.2931836731676], [-123.13138661638621, 49.29311583756063], [-123.13208457136008, 49.29356740763449]], ""type"": ""LineString""}"
225665,Kent,"{""coordinates"": [[-123.05045173885901, 49.20626093431553], [-123.04786553946688, 49.20647270117137], [-123.04767918600518, 49.20648795600468]], ""type"": ""LineString""}"
225667,Kent,"{""coordinates"": [[-123.11734148539098, 49.206068386909436], [-123.11909716045645, 49.20574580960108]], ""type"": ""LineString""}"
226093,Dunsmuir,"{""coordinates"": [[-123.10632351967897, 49.27772582136115], [-123.1063961078706, 49.27774180015493], [-123.10644933228178, 49.27775441545384], [-123.10651554611178, 49.277770109500246], [-123.10656553842576, 49.277782784394596], [-123.10661309593648, 49.27779484084617], [-123.10672301197742, 49.277823698473235], [-123.10682930283062, 49.27785327806248], [-123.10684950638365, 49.27785901270138], [-123.10692832711884, 49.277881961162024], [-123.10703168287307, 49.27791343676708], [-123.10712868414195, 49.27794427231693], [-123.10722330861742, 49.27797584399776], [-123.10731928450863, 49.27800922687528], [-123.10741822543154, 49.27804546288731], [-123.1075123953327, 49.27808152065147], [-123.10751243248524, 49.27808153500919], [-123.10759091027825, 49.27811211934739], [-123.1076239986292, 49.278125776503806], [-123.10763891419596, 49.278131933306135], [-123.10768656586784, 49.27815160095167], [-123.10779619294355, 49.278198620899715], [-123.10788219810392, 49.278235956098115], [-123.10796957884106, 49.27827544519285], [-123.10806181120145, 49.278318510666494], [-123.10806184423171, 49.27831852592742], [-123.10814230829479, 49.2783580231583], [-123.10824252588509, 49.27840910111866], [-123.10831062479852, 49.2784442858299], [-123.10839926923319, 49.27849106400954], [-123.10843211595439, 49.27850842537673], [-123.10849336208317, 49.278540798219446], [-123.10859642133248, 49.27859520142083], [-123.10872183615656, 49.27866139597124], [-123.10872186369762, 49.27866141573472]], ""type"": ""LineString""}"
226133,BC Parkway,"{""coordinates"": [[-123.04649535701265, 49.24426551141318], [-123.04563329464591, 49.2439121508183]], ""type"": ""LineString""}"
226140,Stanley Park Trails,"{""coordinates"": [[-123.1506388272651, 49.29647801122809], [-123.15285349720375, 49.297648320607635], [-123.1540289431947, 49.29811291937681], [-123.15407774690242, 49.29813220919152], [-123.15503856638121, 49.29815948376119], [-123.15621719430487, 49.298015098416734], [-123.15682883872596, 49.2980999488234], [-123.15757431634964, 49.29906996340805], [-123.15727225800771, 49.300212761928165], [-123.15674947037556, 49.30061330758321]], ""type"": ""LineString""}"
226168,Seaside,"{""coordinates"": [[-123.16622884818752, 49.27221088110221], [-123.167430552085, 49.2717316144514], [-123.16820754983944, 49.27142164664227]], ""type"": ""LineString""}"
226193,Burrard,"{""coordinates"": [[-123.11547049517509, 49.28815062126395], [-123.11547913852414, 49.288143209603405], [-123.11623549482255, 49.28764343890806], [-123.11623554151345, 49.28764341187559]], ""type"": ""LineString""}"
226195,Hornby,"{""coordinates"": [[-123.11582739682187, 49.286577148398834], [-123.11628027880332, 49.28686987674421], [-123.11628030772495, 49.28686989560496]], ""type"": ""LineString""}"
226216,Quebec,"{""coordinates"": [[-123.10191517272841, 49.271903156840594], [-123.10192851973665, 49.27187118694619], [-123.10194279280236, 49.27183899045367], [-123.10194962767119, 49.271823601743854], [-123.10197208192105, 49.271776276209664], [-123.1019957780252, 49.27172921943034], [-123.10202073110379, 49.2716824322912], [-123.10203045398684, 49.27166496853363], [-123.10220340839005, 49.27135204740674]], ""type"": ""LineString""}"
226219,Burrard,"{""coordinates"": [[-123.13130921079903, 49.27767193473754], [-123.13150762551747, 49.27754060246586]], ""type"": ""LineString""}"
226304,Adanac,"{""coordinates"": [[-123.0876052277272, 49.277445794337495], [-123.08732225391601, 49.27744104318995], [-123.08732221404392, 49.27744104232055]], ""type"": ""LineString""}"
226339,Kerr,"{""coordinates"": [[-123.0422563386574, 49.20810714186729], [-123.04223025661332, 49.207961321546605], [-123.0422486618085, 49.20715386863945]], ""type"": ""LineString""}"
226358,Cambie Bridge,"{""coordinates"": [[-123.11459163974563, 49.2748722453625], [-123.11458137567513, 49.27520402327849], [-123.11463440366374, 49.27555039156086], [-123.1147510479461, 49.27579035733411]], ""type"": ""LineString""}"
226402,Hornby,"{""coordinates"": [[-123.11892519596245, 49.28452967707576], [-123.118925243998, 49.284529639246585], [-123.12008273358099, 49.28376454408475], [-123.12008277617161, 49.28376452964822]], ""type"": ""LineString""}"
226403,Cambie Bridge,"{""coordinates"": [[-123.11508568459988, 49.268041501979944], [-123.11497257242601, 49.267923065055044], [-123.11491374070873, 49.26702063333385], [-123.11488151231623, 49.266641498756634], [-123.11487939261373, 49.26661656706476]], ""type"": ""LineString""}"
226404,Cambie Bridge,"{""coordinates"": [[-123.11461277440516, 49.26673690339344], [-123.11469991970087, 49.268203437552835]], ""type"": ""LineString""}"
226410,Carrall,"{""coordinates"": [[-123.10438647815926, 49.280499291714776], [-123.1043866965387, 49.2804939690698], [-123.10439496059529, 49.2802988957364], [-123.10440418267936, 49.2800815692536]], ""type"": ""LineString""}"
226488,Windsor,"{""coordinates"": [[-123.08459358729885, 49.24026478541339], [-123.08411607189656, 49.24026179685]], ""type"": ""LineString""}"
226603,Kent,"{""coordinates"": [[-123.0422562222201, 49.20682345258189], [-123.04211813049714, 49.206836550690646], [-123.04211807557401, 49.20683654171538], [-123.04193903143175, 49.20682798127686], [-123.04176025781305, 49.206817794113995], [-123.0415817339972, 49.20680580752592], [-123.04140341621913, 49.206792198736736], [-123.0412254498791, 49.206776795885354], [-123.04110857092904, 49.206765594324985], [-123.04104781591876, 49.20675977168985], [-123.04098367594058, 49.20675295714349], [-123.04087063227644, 49.20674094800317], [-123.04069391285479, 49.20672051372364], [-123.04051763835749, 49.20669835551942], [-123.04049054973008, 49.206694677847864], [-123.04034190080739, 49.20667450034631], [-123.03934988312555, 49.20653463292543], [-123.03835599548485, 49.206394494940106]], ""type"": ""LineString""}"
226608,Burrard/Comox-Helmcken,"{""coordinates"": [[-123.12705586372668, 49.28048622730962], [-123.12758941631286, 49.28013319922121]], ""type"": ""LineString""}"
226609,Quebec,"{""coordinates"": [[-123.10212468627371, 49.27764240034696], [-123.10212466088973, 49.27763676488672], [-123.10212463279993, 49.277627155356605], [-123.10212456059543, 49.27760616785737], [-123.10212575030178, 49.277498517840996], [-123.10212575024049, 49.27749848815695]], ""type"": ""LineString""}"
226610,Quebec,"{""coordinates"": [[-123.1021273717467, 49.2773516016626], [-123.10212970347048, 49.27714051860294]], ""type"": ""LineString""}"
226616,Comox-Helmcken,"{""coordinates"": [[-123.12758941631286, 49.28013319922121], [-123.12705471064696, 49.27978743253641]], ""type"": ""LineString""}"
226660,Powell Overpass,"{""coordinates"": [[-123.08541563981937, 49.28291172529865], [-123.0849633648233, 49.28289922081784], [-123.08485129875532, 49.28289705436947], [-123.0848420858938, 49.28289683625481], [-123.08483288661259, 49.28289651918251], [-123.08482370089628, 49.282896094157444], [-123.084814528745, 49.28289556117956], [-123.0848053701742, 49.28289492924407], [-123.0847962251685, 49.282894189355794], [-123.084787093728, 49.282893341514765], [-123.08477800336802, 49.28289239469592], [-123.08476892657491, 49.28289134082386], [-123.08475989086091, 49.28289018707447], [-123.0847508824623, 49.28288892536227], [-123.08474190139451, 49.282887564682405], [-123.08473296140754, 49.282886105024765], [-123.08472407623601, 49.28288453738415], [-123.0847152183955, 49.2828828707759], [-123.08470640163597, 49.28288110518992], [-123.08469765345737, 49.28287924060608], [-123.0846889463445, 49.28287726804937], [-123.08468028032814, 49.282875205510145], [-123.08467168289287, 49.282873043973105], [-123.08466315402333, 49.28287077444309], [-123.08465466625049, 49.282868414930554], [-123.08464626082421, 49.28286596540534], [-123.08463975369307, 49.28286398223817], [-123.08442651729277, 49.28279847345432], [-123.08442262401842, 49.28279727994051], [-123.0843966233604, 49.28278951810715], [-123.08437041696797, 49.282782053258934], [-123.08434401860605, 49.28277489438084], [-123.08431742826042, 49.28276803337709], [-123.08429065970817, 49.28276148642881], [-123.08426372666973, 49.28275523643509], [-123.08423662915996, 49.28274929239091], [-123.08420938094363, 49.28274366328133], [-123.08418198202033, 49.28273834910627], [-123.08415444613942, 49.282733349855555], [-123.08412677191022, 49.28272865653496], [-123.08409898961258, 49.282724287112714], [-123.08407109785576, 49.28272023259454], [-123.08404309665453, 49.28271650197552], [-123.08401499974293, 49.28271308625047], [-123.08398680713582, 49.28270999441444], [-123.08395854631713, 49.28270721745223], [-123.08394051752678, 49.28270566538973], [-123.08393021731693, 49.28270477335411], [-123.08390182010407, 49.2827026441297], [-123.08387336846003, 49.28270084865884], [-123.08384488986573, 49.28269937612728], [-123.08381635682231, 49.28269822745455], [-123.08378781057893, 49.28269740261063], [-123.08234897266306, 49.282669950141255], [-123.08124594495236, 49.282788990520665], [-123.07999992880123, 49.28292345262524]], ""type"": ""LineString""}"
226686,Seaside,"{""coordinates"": [[-123.16991403385505, 49.27106755810129], [-123.1691954403973, 49.27105715090797]], ""type"": ""LineString""}"
226712,Smithe,"{""coordinates"": [[-123.11848760406743, 49.278412208806664], [-123.11897212182116, 49.27872654236503]], ""type"": ""LineString""}"
226821,Masumi Mitsui Greenway,"{""coordinates"": [[-123.11779550787836, 49.2169489229079], [-123.11809812665369, 49.21695065224073]], ""type"": ""LineString""}"
226835,Kent,"{""coordinates"": [[-123.05346993943473, 49.2060124479433], [-123.05346989551084, 49.20601245515984], [-123.05238209356206, 49.20610199982148]], ""type"": ""LineString""}"
226836,Heather,"{""coordinates"": [[-123.12424174815963, 49.207152112249766], [-123.12443524348747, 49.20707084735308]], ""type"": ""LineString""}"
226853,Bute,"{""coordinates"": [[-123.12697973973624, 49.28600474366688], [-123.12751141789764, 49.285652896721736]], ""type"": ""LineString""}"
226855,SW Marine,"{""coordinates"": [[-123.1421116811375, 49.208557622546934], [-123.14218567868397, 49.20855872785579], [-123.1429262064127, 49.20856650246733], [-123.14294177048191, 49.20856666401295]], ""type"": ""LineString""}"
226882,Northern,"{""coordinates"": [[-123.09805725894928, 49.27181309545476], [-123.09789176083095, 49.27177530035849], [-123.09569525257734, 49.27140652404216], [-123.09539193636613, 49.27135722123082], [-123.09362527621047, 49.270916103611796], [-123.09121305377495, 49.27032114341572], [-123.08979700087458, 49.269972050758916], [-123.08909165934254, 49.26986791428469], [-123.08875654203315, 49.26983786378193], [-123.08856004576735, 49.269803840008066], [-123.0885388938772, 49.269815142490074]], ""type"": ""LineString""}"
226883,Northern,"{""coordinates"": [[-123.0885388938772, 49.269815142490074], [-123.0884085270527, 49.269884806657814], [-123.08838160652843, 49.26987731086748]], ""type"": ""LineString""}"
226910,Cambie,"{""coordinates"": [[-123.10997159382198, 49.281509932322024], [-123.10997161575727, 49.28150990351657], [-123.11045364688249, 49.28118630276792]], ""type"": ""LineString""}"
226919,Carrall,"{""coordinates"": [[-123.10632351967897, 49.27772582136115], [-123.10632587771074, 49.27771757960289], [-123.10633093202578, 49.277697916876974], [-123.10633094020142, 49.27769788268778], [-123.10633543211932, 49.27767818359886], [-123.10633947298041, 49.27765843725033], [-123.10633948113863, 49.27765839496545], [-123.1063429430921, 49.27763860597263], [-123.1063474353762, 49.27760629293607], [-123.10634829947234, 49.27759894037683], [-123.10634985278914, 49.277583470828596], [-123.10637196290621, 49.27723494465061], [-123.10637228854499, 49.27722973793793], [-123.10638079666822, 49.277095778311086]], ""type"": ""LineString""}"
226935,Powell Overpass,"{""coordinates"": [[-123.07999992880123, 49.28292345262524], [-123.07999788865888, 49.28292367262041], [-123.0791666229802, 49.28295942524916], [-123.07705289664294, 49.28306820786658]], ""type"": ""LineString""}"
226936,Cambie,"{""coordinates"": [[-123.10877737679843, 49.284319230675884], [-123.10893599414253, 49.28394714879713]], ""type"": ""LineString""}"
226970,Pacific,"{""coordinates"": [[-123.10228592357036, 49.27660198711081], [-123.10235126536325, 49.27656040387615], [-123.10248684334209, 49.276484048606136], [-123.10277892580686, 49.27633943083228]], ""type"": ""LineString""}"
226973,Seaside,"{""coordinates"": [[-123.19356200654966, 49.27176777750777], [-123.1927089448805, 49.27172135884834], [-123.19260070658859, 49.27169925371527], [-123.1913763138671, 49.27144918601209], [-123.19122302339852, 49.27116541999216]], ""type"": ""LineString""}"
226991,Cambie,"{""coordinates"": [[-123.10898665061075, 49.283828814487485], [-123.10911899996232, 49.28351872485798]], ""type"": ""LineString""}"
226993,Burrard,"{""coordinates"": [[-123.14549913453304, 49.270660985181124], [-123.14552117848491, 49.270218837177026]], ""type"": ""LineString""}"
227046,Central Valley,"{""coordinates"": [[-123.0930597408602, 49.2667936549976], [-123.0940579341825, 49.266800971191884]], ""type"": ""LineString""}"
227051,Seaside,"{""coordinates"": [[-123.21549766048706, 49.27640313441562], [-123.21549773334405, 49.27640313248069], [-123.21638496189318, 49.27655969533861], [-123.21692951824481, 49.27655622308584], [-123.21730387892617, 49.27655382946079], [-123.21889261424344, 49.27671370487238], [-123.22196068696802, 49.27733001353988], [-123.22226774414898, 49.277447055224116], [-123.22253021137381, 49.27754709740504], [-123.22377925493024, 49.277665905285545]], ""type"": ""LineString""}"
227061,Ontario,"{""coordinates"": [[-123.10600633518362, 49.22433097143736], [-123.10602183137394, 49.22385678246824]], ""type"": ""LineString""}"
227100,Kent,"{""coordinates"": [[-123.07445253881687, 49.2110561490838], [-123.07445247152214, 49.2110561374333], [-123.07408674504455, 49.21105296517322], [-123.0739503563939, 49.211051206738965]], ""type"": ""LineString""}"
227108,Stephens,"{""coordinates"": [[-123.16623910291024, 49.27190961543393], [-123.16622884818752, 49.27221088110221]], ""type"": ""LineString""}"
227152,Arbutus Greenway,"{""coordinates"": [[-123.14681602168274, 49.213249576086405], [-123.14677610068338, 49.21316964432738], [-123.14657544417847, 49.212772666339696], [-123.14636667751894, 49.21235892114212], [-123.146161878642, 49.21195135028131], [-123.14596258717513, 49.21155437121983], [-123.14576064164831, 49.21115208881572], [-123.14557356887744, 49.21078157664554], [-123.14535322606365, 49.210339453128775], [-123.14509829082323, 49.20983158195216], [-123.14493772707281, 49.20951774618923]], ""type"": ""LineString""}"
227153,Arbutus Greenway,"{""coordinates"": [[-123.15023249881276, 49.21947791158202], [-123.14999620432692, 49.21907678280549], [-123.14971951430155, 49.21861267686638], [-123.14951221792509, 49.21826485235821]], ""type"": ""LineString""}"
227154,Arbutus Greenway,"{""coordinates"": [[-123.15422221074343, 49.22619685191179], [-123.15398866541267, 49.225804842084145], [-123.1537089084722, 49.225334806233704], [-123.15344436414074, 49.22488554202715], [-123.15316627923097, 49.22441946408669], [-123.15289718851486, 49.22396327463057], [-123.15265743458137, 49.22356052263407], [-123.15239148788766, 49.223111258636855], [-123.152126940537, 49.22266397470907], [-123.15185332106864, 49.22220481931281], [-123.15159492078696, 49.221767435212], [-123.15133200060178, 49.22132707179081], [-123.15107808389897, 49.22089562467402], [-123.15082140991694, 49.220469118075165], [-123.15053112659581, 49.219977294999715], [-123.15025911871271, 49.219523101614016], [-123.15023249881276, 49.21947791158202]], ""type"": ""LineString""}"
227157,Arbutus Greenway,"{""coordinates"": [[-123.15521660586126, 49.22787000317511], [-123.1551595592502, 49.2277776174877], [-123.15506504553005, 49.2276117637712], [-123.15478977649619, 49.22715382148788]], ""type"": ""LineString""}"
227163,Smithe,"{""coordinates"": [[-123.11703212054965, 49.27747102382578], [-123.11736985817483, 49.27768807418383], [-123.11738200291036, 49.27769588136096]], ""type"": ""LineString""}"
227164,Smithe,"{""coordinates"": [[-123.11897212182116, 49.27872654236503], [-123.11945789745212, 49.279040539754014]], ""type"": ""LineString""}"
227172,Kent,"{""coordinates"": [[-123.0757114510604, 49.21106708491653], [-123.07558251322648, 49.211065975683816], [-123.07446905763108, 49.21105627966119], [-123.07445253881687, 49.2110561490838]], ""type"": ""LineString""}"
227174,Bute,"{""coordinates"": [[-123.12804283177341, 49.28530120861305], [-123.12857435084923, 49.28494951971881]], ""type"": ""LineString""}"
227178,Central Valley,"{""coordinates"": [[-123.03395165072178, 49.26046865986167], [-123.03395763763649, 49.26066917389733], [-123.03375991846929, 49.260669986537046]], ""type"": ""LineString""}"
227181,Cassiar,"{""coordinates"": [[-123.0314913156298, 49.28356004188398], [-123.0313028742604, 49.28355865385797], [-123.03127001587656, 49.28377453430154], [-123.03112977847405, 49.28469590981561], [-123.03087180720026, 49.28469826289802]], ""type"": ""LineString""}"
227219,Cambie,"{""coordinates"": [[-123.1173069130321, 49.206744707268015], [-123.11732119846778, 49.20646525839662]], ""type"": ""LineString""}"
227244,Ontario,"{""coordinates"": [[-123.10602183137394, 49.22385678246824], [-123.106029205611, 49.223641419980595]], ""type"": ""LineString""}"
